"id_poliza","sector","zona","antiguedad","exposure","n_siniestros"
"POL-00557","manufactura","rural",8.4,0.64,0
"POL-00558","agro","urbana",4.8,0.72,0
"POL-00559","comercio","urbana",8.5,0.8,1
"POL-00560","manufactura","rural",1.6,0.91,0
"POL-00561","servicios","rural",13.2,0.96,2
"POL-00562","construccion","suburbana",2.1,0.59,5
"POL-00563","agro","suburbana",3,0.52,0
"POL-00564","manufactura","suburbana",3,0.7,3
"POL-00565","comercio","rural",3.9,0.55,2
"POL-00566","manufactura","urbana",1.7,0.72,0
"POL-00567","manufactura","urbana",13.2,0.88,0
"POL-00568","servicios","urbana",6.5,0.76,3
"POL-00569","servicios","rural",1.7,0.5,3
"POL-00570","comercio","urbana",5.7,0.88,1
"POL-00571","manufactura","suburbana",3.6,0.73,0
"POL-00572","servicios","suburbana",2.1,0.86,0
"POL-00573","comercio","urbana",2.7,0.74,0
"POL-00574","comercio","urbana",2.9,0.72,2
"POL-00575","comercio","urbana",15.2,0.62,1
"POL-00576","comercio","suburbana",1.2,0.6,1
"POL-00577","agro","urbana",10.1,0.74,0
"POL-00578","manufactura","suburbana",4.9,0.51,0
"POL-00579","manufactura","urbana",5.3,0.71,0
"POL-00580","servicios","rural",2,0.73,3
"POL-00581","construccion","urbana",2.5,0.91,6
"POL-00582","servicios","suburbana",6.6,0.91,1
"POL-00583","comercio","urbana",0.8,0.66,3
"POL-00584","comercio","suburbana",9.1,0.85,0
"POL-00585","agro","urbana",1.7,0.81,0
"POL-00586","comercio","suburbana",3.6,0.91,0
"POL-00587","servicios","urbana",8.7,0.82,3
"POL-00588","construccion","urbana",0.7,0.56,0
"POL-00589","manufactura","urbana",4,0.93,9
"POL-00590","manufactura","rural",0.9,0.67,1
"POL-00591","construccion","urbana",5,0.58,0
"POL-00592","comercio","urbana",6.1,0.79,2
"POL-00593","manufactura","suburbana",6.7,0.54,0
"POL-00594","manufactura","suburbana",11.3,0.66,3
"POL-00595","manufactura","urbana",10.5,0.68,2
"POL-00596","comercio","urbana",0.3,0.82,1
"POL-00597","manufactura","rural",0.3,0.7,0
"POL-00598","agro","rural",0.8,0.89,0
"POL-00599","manufactura","rural",0.4,0.76,1
"POL-00600","agro","urbana",8.7,0.76,0
"POL-00601","manufactura","urbana",2.4,0.97,0
"POL-00602","servicios","urbana",7.6,0.51,0
"POL-00603","manufactura","urbana",2.7,0.87,0
"POL-00604","servicios","urbana",4.4,0.7,2
"POL-00605","comercio","urbana",5.2,0.64,1
"POL-00606","comercio","suburbana",0.9,0.93,4
"POL-00607","construccion","urbana",2.1,0.83,0
"POL-00608","servicios","urbana",4,0.74,0
"POL-00609","comercio","rural",5.2,0.51,2
"POL-00610","construccion","rural",5.4,0.68,0
"POL-00611","comercio","suburbana",10.4,0.94,0
"POL-00612","manufactura","urbana",7.2,0.68,1
"POL-00613","comercio","urbana",4.2,0.75,2
"POL-00614","servicios","urbana",4.8,0.86,2
"POL-00615","agro","urbana",5,0.76,0
"POL-00616","servicios","suburbana",15,0.77,0
"POL-00617","servicios","urbana",7.3,0.74,0
"POL-00618","servicios","suburbana",3.2,0.94,1
"POL-00619","servicios","urbana",5.6,0.53,1
"POL-00620","comercio","suburbana",0.9,0.92,5
"POL-00621","comercio","rural",5.6,0.8,3
"POL-00622","manufactura","suburbana",0.4,0.76,0
"POL-00623","manufactura","urbana",6,0.86,0
"POL-00624","servicios","urbana",2.5,0.5,0
"POL-00625","construccion","suburbana",1.3,0.92,0
"POL-00626","manufactura","urbana",11.6,1,1
"POL-00627","agro","urbana",5.3,0.7,1
"POL-00628","construccion","rural",8.7,0.99,1
"POL-00629","comercio","urbana",9.4,0.68,1
"POL-00630","agro","urbana",3.2,0.63,0
"POL-00631","comercio","urbana",6.5,0.82,0
"POL-00632","manufactura","rural",13.3,0.79,0
"POL-00633","comercio","urbana",2.7,0.6,0
"POL-00634","construccion","suburbana",3.9,0.72,2
"POL-00635","comercio","rural",9.8,0.6,2
"POL-00636","construccion","urbana",0.7,1,8
"POL-00637","construccion","suburbana",7.2,0.59,0
"POL-00638","servicios","urbana",6.1,0.52,0
"POL-00639","servicios","suburbana",7.9,0.92,0
"POL-00640","manufactura","urbana",2.8,0.55,0
"POL-00641","agro","suburbana",2.1,0.56,0
"POL-00642","servicios","rural",1.6,0.88,0
"POL-00643","servicios","suburbana",4.9,0.52,0
"POL-00644","manufactura","suburbana",6.2,0.71,0
"POL-00645","manufactura","urbana",2.1,0.53,2
"POL-00646","agro","suburbana",2.8,0.82,2
"POL-00647","agro","urbana",4.8,0.85,0
"POL-00648","manufactura","urbana",2.6,0.9,6
"POL-00649","construccion","urbana",17.5,0.63,0
"POL-00650","manufactura","urbana",4.2,0.76,2
"POL-00651","construccion","urbana",2.8,0.65,9
"POL-00652","servicios","rural",5.7,0.94,3
"POL-00653","construccion","urbana",5,0.52,1
"POL-00654","comercio","urbana",4.8,0.74,0
"POL-00655","manufactura","urbana",9.9,0.72,1
"POL-00656","comercio","suburbana",5.5,0.62,2
"POL-00657","servicios","suburbana",5.2,0.54,0
"POL-00658","manufactura","suburbana",0.3,0.94,2
"POL-00659","construccion","urbana",4.2,0.93,0
"POL-00660","agro","urbana",1.4,0.52,0
"POL-00661","comercio","suburbana",1.5,0.71,0
"POL-00662","manufactura","suburbana",3.1,0.75,2
"POL-00663","manufactura","urbana",6.9,0.55,1
"POL-00664","comercio","urbana",3.2,0.5,1
"POL-00665","comercio","rural",2.6,0.59,0
"POL-00666","manufactura","urbana",4.9,0.66,0
"POL-00667","comercio","suburbana",0.8,0.86,1
"POL-00668","agro","rural",1.9,0.59,2
"POL-00669","comercio","suburbana",12.7,0.8,0
"POL-00670","construccion","urbana",1.5,0.9,6
"POL-00671","servicios","rural",1.9,0.54,1
"POL-00672","construccion","suburbana",9.1,0.88,0
"POL-00673","manufactura","suburbana",3.2,0.64,0
"POL-00674","manufactura","urbana",3.6,0.59,0
"POL-00675","comercio","rural",10.5,0.85,0
"POL-00676","construccion","urbana",5.7,0.84,2
"POL-00677","servicios","urbana",6.9,0.85,2
"POL-00678","agro","urbana",5.4,0.51,1
"POL-00679","servicios","urbana",12.1,0.61,0
"POL-00680","agro","urbana",5.1,0.75,3
"POL-00681","servicios","urbana",4.2,0.96,0
"POL-00682","comercio","rural",2,0.56,0
"POL-00683","servicios","urbana",9,0.82,3
"POL-00684","manufactura","suburbana",1,0.69,4
"POL-00685","construccion","suburbana",4.8,0.77,0
"POL-00686","manufactura","rural",13.8,0.67,0
"POL-00687","comercio","suburbana",4.5,0.79,1
"POL-00688","manufactura","urbana",10.2,0.97,0
"POL-00689","comercio","urbana",6.7,0.81,0
"POL-00690","comercio","suburbana",1,0.6,0
"POL-00691","construccion","urbana",2,0.75,3
"POL-00692","manufactura","urbana",6.6,0.57,0
"POL-00693","servicios","suburbana",2.9,0.7,0
"POL-00694","manufactura","suburbana",3.9,0.77,1
"POL-00695","construccion","urbana",3.4,0.69,1
"POL-00696","servicios","urbana",1.4,0.81,0
"POL-00697","manufactura","urbana",3.9,0.81,0
"POL-00698","comercio","suburbana",4.3,0.54,0
"POL-00699","servicios","suburbana",4.4,0.6,2
"POL-00700","manufactura","urbana",3.5,0.96,2
"POL-00701","construccion","urbana",0.2,0.95,0
"POL-00702","manufactura","suburbana",4.5,0.54,1
"POL-00703","comercio","rural",10.6,0.97,2
"POL-00704","comercio","urbana",3.5,0.77,4
"POL-00705","agro","urbana",1.5,0.85,0
"POL-00706","manufactura","urbana",3.7,0.95,2
"POL-00707","comercio","urbana",4.1,0.95,2
"POL-00708","servicios","suburbana",7,0.63,2
"POL-00709","comercio","urbana",2.5,0.67,1
"POL-00710","manufactura","urbana",7.1,0.95,0
"POL-00711","manufactura","suburbana",6.6,0.88,1
"POL-00712","servicios","rural",1.4,0.84,0
"POL-00713","servicios","urbana",2.1,0.92,0
"POL-00714","comercio","rural",6.2,0.53,0
"POL-00715","comercio","urbana",2.4,0.55,1
"POL-00716","agro","suburbana",19.5,0.66,0
"POL-00717","comercio","suburbana",4,0.84,3
"POL-00718","manufactura","suburbana",2.8,0.8,0
"POL-00719","comercio","rural",2.5,1,1
"POL-00720","servicios","urbana",3.3,0.78,2
"POL-00721","construccion","urbana",4,0.64,2
"POL-00722","manufactura","rural",5.9,0.75,0
"POL-00723","comercio","suburbana",6.5,0.71,0
"POL-00724","servicios","urbana",1.9,0.9,1
"POL-00725","comercio","urbana",8.4,0.57,0
"POL-00726","construccion","rural",3.5,0.67,1
"POL-00727","comercio","suburbana",4.1,0.65,0
"POL-00728","comercio","urbana",2.9,0.7,1
"POL-00729","construccion","suburbana",2.4,0.74,0
"POL-00730","manufactura","suburbana",2.9,0.82,0
"POL-00731","construccion","suburbana",9.4,0.61,0
"POL-00732","manufactura","urbana",3,0.53,1
"POL-00733","comercio","suburbana",4.6,0.6,0
"POL-00734","comercio","suburbana",0.7,0.88,3
"POL-00735","manufactura","urbana",2.4,0.64,1
"POL-00736","construccion","suburbana",10,0.52,0
"POL-00737","servicios","suburbana",11.1,0.93,0
"POL-00738","comercio","suburbana",1.7,0.97,3
"POL-00739","servicios","suburbana",3.5,0.91,2
"POL-00740","servicios","suburbana",1.1,0.76,2
"POL-00741","servicios","suburbana",2.1,0.84,2
"POL-00742","comercio","urbana",5.2,0.6,0
"POL-00743","servicios","urbana",6.2,0.7,0
"POL-00744","comercio","urbana",7.9,0.93,2
"POL-00745","servicios","suburbana",6.1,0.69,0
"POL-00746","manufactura","urbana",1.3,0.56,0
"POL-00747","comercio","urbana",7.1,0.96,2
"POL-00748","agro","urbana",7.4,0.91,2
"POL-00749","agro","suburbana",7.3,0.93,2
"POL-00750","construccion","urbana",1.7,0.76,0
"POL-00751","manufactura","urbana",6.5,0.95,5
"POL-00752","comercio","urbana",4.1,0.98,3
"POL-00753","servicios","rural",6.3,0.87,0
"POL-00754","servicios","rural",2.4,0.66,3
"POL-00755","comercio","suburbana",5.9,0.77,0
"POL-00756","manufactura","suburbana",3.7,0.88,0
"POL-00757","manufactura","urbana",7.4,0.93,1
"POL-00758","comercio","urbana",2.7,0.59,0
"POL-00759","construccion","urbana",12,0.76,0
"POL-00760","comercio","urbana",11.9,0.58,0
"POL-00761","servicios","urbana",3.5,0.52,1
"POL-00762","manufactura","suburbana",10,0.96,0
"POL-00763","servicios","suburbana",3.5,0.84,3
"POL-00764","agro","rural",0.5,0.76,0
"POL-00765","comercio","suburbana",2,0.76,0
"POL-00766","comercio","urbana",3.4,0.62,0
"POL-00767","servicios","urbana",7.4,0.68,0
"POL-00768","construccion","urbana",2.2,0.9,11
"POL-00769","manufactura","urbana",4.1,0.97,0
"POL-00770","comercio","urbana",17.1,0.77,0
"POL-00771","comercio","suburbana",4.1,0.56,0
"POL-00772","agro","suburbana",2.2,0.72,1
"POL-00773","servicios","rural",6.9,0.56,0
"POL-00774","comercio","urbana",9.1,0.59,0
"POL-00775","manufactura","urbana",4.7,0.78,6
"POL-00776","comercio","urbana",5.5,0.94,0
"POL-00777","comercio","urbana",6.7,0.86,0
"POL-00778","servicios","rural",3.7,0.79,3
"POL-00779","servicios","urbana",4.9,0.88,1
"POL-00780","servicios","urbana",4.3,0.73,0
"POL-00781","comercio","urbana",13.6,0.53,1
"POL-00782","construccion","urbana",8.9,0.53,2
"POL-00783","agro","urbana",5,0.74,1
"POL-00784","comercio","urbana",0.9,0.87,0
"POL-00785","comercio","urbana",0.8,0.76,4
"POL-00786","construccion","urbana",3.5,0.98,7
"POL-00787","servicios","rural",5.5,0.67,1
"POL-00788","manufactura","urbana",8.3,0.77,1
"POL-00789","manufactura","rural",2.5,0.83,1
"POL-00790","manufactura","urbana",1.6,0.89,0
"POL-00791","comercio","urbana",3.4,0.57,0
"POL-00792","comercio","urbana",6.8,0.68,1
"POL-00793","servicios","suburbana",3.8,0.56,3
"POL-00794","comercio","rural",6.3,0.69,0
"POL-00795","manufactura","suburbana",1.1,0.51,0
"POL-00796","servicios","urbana",2.2,0.74,4
"POL-00797","agro","rural",12.8,0.69,1
"POL-00798","servicios","suburbana",3.5,0.85,0
"POL-00799","comercio","urbana",5.1,0.93,6
"POL-00800","manufactura","urbana",5.9,0.97,6
"POL-00801","agro","urbana",2.3,0.76,1
"POL-00802","manufactura","urbana",6,0.88,4
"POL-00803","servicios","suburbana",3.6,0.78,0
"POL-00804","construccion","suburbana",4.5,0.77,1
"POL-00805","comercio","urbana",16.7,0.92,0
"POL-00806","agro","urbana",3.1,0.71,4
"POL-00807","manufactura","urbana",7.1,0.7,1
"POL-00808","agro","urbana",5.9,0.92,2
"POL-00809","comercio","urbana",4.8,0.98,0
"POL-00810","construccion","urbana",3.7,0.84,0
"POL-00811","comercio","urbana",2.4,0.53,0
"POL-00812","construccion","urbana",12,0.6,0
"POL-00813","agro","rural",7.5,0.95,0
"POL-00814","servicios","rural",5.8,0.89,1
"POL-00815","agro","urbana",2.1,0.56,0
"POL-00816","construccion","suburbana",5.9,0.57,2
"POL-00817","servicios","suburbana",8.2,0.67,1
"POL-00818","comercio","urbana",6.7,0.53,0
"POL-00819","comercio","urbana",2.9,0.93,0
"POL-00820","servicios","rural",16.3,0.79,3
"POL-00821","servicios","urbana",1.6,0.66,0
"POL-00822","comercio","suburbana",6.2,1,0
"POL-00823","comercio","urbana",6.7,0.6,2
"POL-00824","manufactura","rural",4.4,0.91,1
"POL-00825","servicios","suburbana",10.3,0.67,0
"POL-00826","agro","rural",4.6,0.56,1
"POL-00827","construccion","urbana",4,0.59,3
"POL-00828","comercio","suburbana",2.2,0.57,0
"POL-00829","servicios","urbana",1.3,0.61,0
"POL-00830","comercio","urbana",3.1,0.87,3
"POL-00831","manufactura","urbana",12.8,0.6,3
"POL-00832","manufactura","urbana",7.8,0.59,0
"POL-00833","construccion","urbana",0.8,0.91,4
"POL-00834","servicios","rural",11.8,0.85,0
"POL-00835","construccion","suburbana",11.3,0.85,2
"POL-00836","agro","urbana",3.3,0.82,0
"POL-00837","servicios","urbana",14.3,0.62,0
"POL-00838","construccion","urbana",9.7,0.68,0
"POL-00839","manufactura","suburbana",1,0.85,2
"POL-00840","servicios","suburbana",2.4,0.55,0
"POL-00841","construccion","rural",3.7,0.86,2
"POL-00842","construccion","suburbana",8.1,0.97,2
"POL-00843","servicios","urbana",3.9,0.9,5
"POL-00844","construccion","urbana",9.9,0.53,0
"POL-00845","agro","suburbana",9.5,0.74,1
"POL-00846","servicios","suburbana",4,0.66,0
"POL-00847","comercio","urbana",1.9,0.97,4
"POL-00848","servicios","rural",10,0.54,0
"POL-00849","manufactura","urbana",8.3,0.75,2
"POL-00850","comercio","suburbana",13.1,0.75,0
"POL-00851","construccion","urbana",11.2,0.99,3
"POL-00852","comercio","urbana",7.1,0.63,0
"POL-00853","comercio","urbana",2.8,0.54,0
"POL-00854","manufactura","suburbana",2.8,0.82,0
"POL-00855","comercio","urbana",5.5,0.62,0
"POL-00856","servicios","urbana",6.8,0.75,0
"POL-00857","servicios","urbana",6,0.93,0
"POL-00858","servicios","suburbana",9.4,0.84,2
"POL-00859","comercio","urbana",4.2,0.79,0
"POL-00860","manufactura","suburbana",13.1,0.95,0
"POL-00861","manufactura","suburbana",5.1,0.57,0
"POL-00862","manufactura","suburbana",9.2,0.98,0
"POL-00863","construccion","urbana",2.6,0.79,11
"POL-00864","manufactura","suburbana",2.5,0.54,0
"POL-00865","agro","urbana",5.3,0.56,0
"POL-00866","servicios","urbana",8.7,0.83,1
"POL-00867","manufactura","suburbana",1.3,0.86,3
"POL-00868","comercio","urbana",3.9,0.67,6
"POL-00869","construccion","urbana",5.8,0.76,0
"POL-00870","servicios","rural",7.1,0.99,0
"POL-00871","comercio","urbana",1.9,0.79,2
"POL-00872","agro","suburbana",4.2,0.7,0
"POL-00873","manufactura","suburbana",0.6,0.64,1
"POL-00874","comercio","suburbana",7.7,0.55,1
"POL-00875","comercio","urbana",2.7,0.67,0
"POL-00876","servicios","urbana",9.1,0.96,2
"POL-00877","comercio","suburbana",12.1,0.64,0
"POL-00878","servicios","suburbana",2.5,0.95,3
"POL-00879","agro","urbana",0.9,0.93,2
"POL-00880","comercio","urbana",11.8,0.9,3
"POL-00881","construccion","urbana",2.8,0.56,4
"POL-00882","servicios","suburbana",4.1,0.93,2
"POL-00883","servicios","rural",8,0.88,1
"POL-00884","comercio","urbana",0.4,0.69,2
"POL-00885","comercio","urbana",4.8,0.6,1
"POL-00886","manufactura","suburbana",7.7,0.52,0
"POL-00887","comercio","suburbana",1.8,0.96,5
"POL-00888","comercio","suburbana",0.7,0.92,1
"POL-00889","servicios","urbana",3.3,0.67,1
"POL-00890","comercio","urbana",5.6,0.59,1
"POL-00891","comercio","urbana",6.5,0.56,2
"POL-00892","comercio","suburbana",2.2,0.98,0
"POL-00893","agro","urbana",3.7,0.61,3
"POL-00894","manufactura","urbana",3.3,0.54,2
"POL-00895","manufactura","rural",4.1,0.9,0
"POL-00896","servicios","urbana",1.7,0.65,0
"POL-00897","servicios","urbana",2.2,0.72,0
"POL-00898","manufactura","suburbana",4,0.66,3
"POL-00899","comercio","urbana",9.8,0.82,1
"POL-00900","manufactura","rural",13.9,0.97,0
"POL-00901","servicios","suburbana",4,0.77,0
"POL-00902","servicios","suburbana",3.9,0.67,2
"POL-00903","construccion","suburbana",3.5,0.54,1
"POL-00904","comercio","urbana",9.1,0.9,0
"POL-00905","servicios","urbana",6.1,0.61,0
"POL-00906","comercio","urbana",0.6,0.78,2
"POL-00907","manufactura","urbana",0.2,0.94,3
"POL-00908","agro","urbana",9.3,0.53,0
"POL-00909","agro","suburbana",5.1,0.6,0
"POL-00910","manufactura","suburbana",3.7,0.87,4
"POL-00911","construccion","rural",8.2,0.64,0
"POL-00912","comercio","suburbana",5.3,0.61,0
"POL-00913","servicios","suburbana",8.6,0.52,0
"POL-00914","comercio","suburbana",7.8,1,3
"POL-00915","construccion","suburbana",5.9,0.76,3
"POL-00916","agro","urbana",4.8,0.62,2
"POL-00917","servicios","suburbana",9.7,0.55,0
"POL-00918","comercio","suburbana",4.2,0.65,0
"POL-00919","agro","suburbana",10,0.67,1
"POL-00920","manufactura","suburbana",5,0.91,0
"POL-00921","servicios","suburbana",3.1,0.86,1
"POL-00922","construccion","suburbana",2.1,0.71,0
"POL-00923","construccion","suburbana",9.1,0.96,1
"POL-00924","construccion","rural",3.7,0.68,5
"POL-00925","construccion","suburbana",5.7,0.66,1
"POL-00926","manufactura","urbana",0.2,0.57,0
"POL-00927","construccion","suburbana",3.6,0.89,2
"POL-00928","agro","rural",13.1,0.83,0
"POL-00929","construccion","rural",6.1,0.69,0
"POL-00930","manufactura","suburbana",9.3,0.63,0
"POL-00931","servicios","rural",13,0.89,2
"POL-00932","manufactura","urbana",1,0.62,0
"POL-00933","comercio","urbana",6.4,0.76,2
"POL-00934","comercio","urbana",6.6,0.72,0
"POL-00935","comercio","urbana",4.6,0.65,1
"POL-00936","construccion","suburbana",5,0.83,2
"POL-00937","agro","rural",6.2,0.52,0
"POL-00938","agro","rural",5.9,0.69,2
"POL-00939","agro","suburbana",0.5,0.82,4
"POL-00940","comercio","urbana",5.1,0.64,2
"POL-00941","manufactura","urbana",4.7,0.92,1
"POL-00942","construccion","urbana",5.1,0.68,0
"POL-00943","comercio","suburbana",8.8,0.53,0
"POL-00944","agro","urbana",8,0.7,0
"POL-00945","comercio","urbana",2.8,0.65,0
"POL-00946","construccion","rural",3.2,0.51,1
"POL-00947","comercio","rural",0.9,0.63,5
"POL-00948","comercio","suburbana",17,0.87,0
"POL-00949","comercio","urbana",10,0.87,0
"POL-00950","manufactura","urbana",16.3,0.71,4
"POL-00951","construccion","urbana",1.9,0.87,1
"POL-00952","comercio","urbana",2.9,0.55,1
"POL-00953","manufactura","rural",2,0.82,3
"POL-00954","comercio","urbana",5.2,0.5,0
"POL-00955","agro","urbana",1,0.73,1
"POL-00956","comercio","rural",8.7,0.72,1
"POL-00957","comercio","urbana",4.7,0.9,0
"POL-00958","agro","rural",2,0.98,1
"POL-00959","comercio","urbana",6.4,0.7,0
"POL-00960","comercio","urbana",5.6,0.68,0
"POL-00961","servicios","urbana",2.3,0.6,3
"POL-00962","servicios","rural",5.6,0.8,0
"POL-00963","construccion","urbana",6.6,0.98,4
"POL-00964","comercio","rural",3.9,0.65,0
"POL-00965","manufactura","suburbana",4.8,0.78,2
"POL-00966","construccion","rural",3,0.81,0
"POL-00967","comercio","urbana",6.7,0.75,6
"POL-00968","comercio","urbana",7.4,0.66,2
"POL-00969","agro","rural",5.9,0.92,2
"POL-00970","manufactura","suburbana",9.7,0.74,1
"POL-00971","agro","urbana",2.7,0.65,1
"POL-00972","construccion","urbana",2.8,0.74,7
"POL-00973","construccion","suburbana",7.8,0.54,3
"POL-00974","agro","rural",5.7,0.62,3
"POL-00975","construccion","urbana",3.8,0.65,0
"POL-00976","comercio","rural",4.9,0.53,0
"POL-00977","comercio","suburbana",7.2,0.56,0
"POL-00978","construccion","urbana",11.7,0.94,1
"POL-00979","comercio","rural",8.5,0.6,0
"POL-00980","comercio","suburbana",11.3,1,0
"POL-00981","agro","suburbana",6.9,0.51,0
"POL-00982","manufactura","urbana",4.4,0.86,2
"POL-00983","servicios","suburbana",5.1,0.61,0
"POL-00984","comercio","rural",2,0.63,2
"POL-00985","comercio","urbana",2.8,0.58,2
"POL-00986","comercio","urbana",3,0.65,0
"POL-00987","agro","suburbana",1.8,0.92,0
"POL-00988","servicios","suburbana",6.6,0.95,0
"POL-00989","comercio","urbana",6.6,0.95,2
"POL-00990","manufactura","rural",3.7,0.68,0
"POL-00991","manufactura","urbana",6.9,0.89,0
"POL-00992","servicios","urbana",6.3,0.55,1
"POL-00993","servicios","urbana",1.8,0.87,0
"POL-00994","comercio","rural",1.1,0.63,0
"POL-00995","comercio","urbana",9.6,0.96,0
"POL-00996","manufactura","urbana",3.3,0.51,0
"POL-00997","manufactura","suburbana",9.3,0.71,2
"POL-00998","servicios","suburbana",2.9,0.7,2
"POL-00999","comercio","suburbana",11.4,0.6,1
"POL-01000","comercio","urbana",1.7,0.77,0
"POL-01001","construccion","suburbana",2.9,0.53,0
"POL-01002","servicios","urbana",4.8,0.92,0
"POL-01003","servicios","suburbana",1.8,0.58,2
"POL-01004","manufactura","urbana",2.8,0.72,0
"POL-01005","manufactura","suburbana",22.9,0.87,0
"POL-01006","agro","urbana",5.6,0.98,2
"POL-01007","agro","urbana",6.9,0.51,0
"POL-01008","manufactura","suburbana",5.1,0.91,4
"POL-01009","manufactura","urbana",0.6,0.68,0
"POL-01010","manufactura","rural",4.9,0.64,0
"POL-01011","manufactura","suburbana",7.4,0.99,1
"POL-01012","construccion","urbana",5.4,0.62,1
"POL-01013","servicios","urbana",4,0.81,0
"POL-01014","manufactura","rural",5.3,0.82,5
"POL-01015","comercio","suburbana",3.6,0.91,0
"POL-01016","servicios","suburbana",1,0.89,1
"POL-01017","manufactura","urbana",2.1,0.72,0
"POL-01018","construccion","urbana",1.2,0.87,2
"POL-01019","construccion","urbana",4.3,0.89,3
"POL-01020","comercio","urbana",6.5,0.64,1
"POL-01021","servicios","rural",3.6,0.7,1
"POL-01022","comercio","urbana",1.4,0.65,1
"POL-01023","agro","urbana",6.2,0.71,1
"POL-01024","servicios","urbana",2.7,0.54,1
"POL-01025","comercio","urbana",4.6,0.65,0
"POL-01026","servicios","rural",8.1,0.53,2
"POL-01027","manufactura","suburbana",4.5,0.97,2
"POL-01028","servicios","urbana",13.2,0.95,1
"POL-01029","agro","rural",2.3,0.61,0
"POL-01030","servicios","rural",2.3,0.5,0
"POL-01031","comercio","suburbana",6.2,0.69,2
"POL-01032","manufactura","rural",6.1,0.55,1
"POL-01033","comercio","rural",2.3,0.75,3
"POL-01034","comercio","suburbana",4.7,0.55,0
"POL-01035","servicios","rural",3.8,0.78,0
"POL-01036","construccion","urbana",7.6,0.52,0
"POL-01037","manufactura","urbana",5,0.71,1
"POL-01038","manufactura","urbana",0.9,0.84,3
"POL-01039","comercio","suburbana",5,0.51,0
"POL-01040","manufactura","urbana",0.6,0.85,0
"POL-01041","comercio","suburbana",1.4,0.87,0
"POL-01042","comercio","urbana",5.4,0.89,1
"POL-01043","construccion","suburbana",7.8,0.53,2
"POL-01044","comercio","urbana",6.5,0.99,4
"POL-01045","comercio","suburbana",2.2,0.95,0
"POL-01046","servicios","urbana",7.3,0.74,4
"POL-01047","manufactura","urbana",5.2,0.76,1
"POL-01048","manufactura","suburbana",4.1,0.55,0
"POL-01049","comercio","urbana",11.4,0.61,0
"POL-01050","construccion","suburbana",9.2,0.58,1
"POL-01051","servicios","suburbana",5.6,0.71,2
"POL-01052","construccion","rural",1.4,1,1
"POL-01053","comercio","suburbana",3.3,0.88,3
"POL-01054","comercio","urbana",0.7,0.72,0
"POL-01055","servicios","urbana",4.6,0.79,0
"POL-01056","comercio","suburbana",1.6,0.74,1
"POL-01057","comercio","suburbana",8.6,0.78,1
"POL-01058","comercio","urbana",1.8,0.64,0
"POL-01059","agro","urbana",0.7,0.57,2
"POL-01060","agro","urbana",4.2,0.58,0
"POL-01061","servicios","rural",2.3,0.95,3
"POL-01062","manufactura","rural",3.8,0.73,0
"POL-01063","comercio","suburbana",3.5,0.9,2
"POL-01064","manufactura","urbana",4.6,0.93,1
"POL-01065","agro","urbana",7.3,0.58,0
"POL-01066","comercio","urbana",1.7,0.72,2
"POL-01067","manufactura","rural",3.7,0.73,1
"POL-01068","comercio","urbana",15.6,0.59,1
"POL-01069","servicios","urbana",3.7,0.83,2
"POL-01070","comercio","suburbana",3.1,0.97,3
"POL-01071","agro","urbana",1.5,0.88,2
"POL-01072","construccion","urbana",2.6,0.64,3
"POL-01073","servicios","rural",3.4,0.55,0
"POL-01074","agro","rural",9.2,0.73,0
"POL-01075","agro","suburbana",13,0.82,1
"POL-01076","manufactura","urbana",2.8,0.67,2
"POL-01077","comercio","suburbana",10.7,0.69,0
"POL-01078","manufactura","urbana",3.3,0.9,1
"POL-01079","servicios","suburbana",2.4,0.7,0
"POL-01080","servicios","urbana",1.8,0.81,3
"POL-01081","servicios","urbana",3.1,0.74,3
"POL-01082","construccion","suburbana",3.4,0.73,4
"POL-01083","construccion","urbana",1,0.73,4
"POL-01084","manufactura","suburbana",6.9,0.54,0
"POL-01085","construccion","urbana",13.9,0.71,0
"POL-01086","construccion","urbana",5.6,0.94,0
"POL-01087","servicios","urbana",2.9,0.95,3
"POL-01088","servicios","suburbana",9.2,0.86,0
"POL-01089","comercio","rural",6.1,0.53,2
"POL-01090","construccion","rural",8.3,0.78,0
"POL-01091","manufactura","urbana",4.4,0.92,5
"POL-01092","construccion","rural",10.6,0.6,0
"POL-01093","manufactura","urbana",4.3,0.65,0
"POL-01094","manufactura","suburbana",1.7,0.58,1
"POL-01095","manufactura","urbana",3.6,0.7,1
"POL-01096","comercio","urbana",7,0.52,0
"POL-01097","servicios","urbana",3.5,0.55,0
"POL-01098","manufactura","rural",2.6,0.73,3
"POL-01099","comercio","rural",2.9,0.75,0
"POL-01100","agro","suburbana",13.8,0.7,0
"POL-01101","construccion","suburbana",2.8,0.8,0
"POL-01102","comercio","urbana",3.2,0.71,3
"POL-01103","servicios","urbana",4,0.65,1
"POL-01104","manufactura","rural",5,0.92,1
"POL-01105","servicios","suburbana",4,0.58,1
"POL-01106","comercio","urbana",1.5,0.93,1
"POL-01107","manufactura","suburbana",4.8,1,1
"POL-01108","servicios","urbana",9.3,0.73,0
"POL-01109","comercio","urbana",2.6,0.94,0
"POL-01110","manufactura","urbana",3.1,0.76,0
"POL-01111","agro","urbana",1.5,0.86,1
"POL-01112","servicios","urbana",17,0.68,1
"POL-01113","comercio","urbana",5.7,0.94,0
"POL-01114","agro","urbana",2.7,0.94,1
