"sku","fecha","demanda","promocion","estacionalidad"
"SKU-050",2025-11-10,62,0,0.801
"SKU-050",2025-11-17,24,0,0.775
"SKU-050",2025-11-24,28,0,0.753
"SKU-050",2025-12-01,33,0,1.234
"SKU-050",2025-12-08,21,0,1.219
"SKU-050",2025-12-15,0,0,1.209
"SKU-050",2025-12-22,0,0,1.202
"SKU-050",2025-12-29,0,0,1.2
"SKU-051",2025-01-06,9,0,0.702
"SKU-051",2025-01-13,0,0,0.709
"SKU-051",2025-01-20,11,0,0.719
"SKU-051",2025-01-27,71,1,0.734
"SKU-051",2025-02-03,0,1,0.753
"SKU-051",2025-02-10,20,0,0.775
"SKU-051",2025-02-17,0,0,0.801
"SKU-051",2025-02-24,0,0,0.83
"SKU-051",2025-03-03,13,0,0.861
"SKU-051",2025-03-10,66,0,0.894
"SKU-051",2025-03-17,35,0,0.928
"SKU-051",2025-03-24,0,0,0.964
"SKU-051",2025-03-31,0,0,1
"SKU-051",2025-04-07,0,1,1.036
"SKU-051",2025-04-14,0,0,1.072
"SKU-051",2025-04-21,0,1,1.106
"SKU-051",2025-04-28,0,0,1.139
"SKU-051",2025-05-05,0,0,1.17
"SKU-051",2025-05-12,0,1,1.199
"SKU-051",2025-05-19,0,0,1.225
"SKU-051",2025-05-26,0,0,1.247
"SKU-051",2025-06-02,18,0,1.266
"SKU-051",2025-06-09,30,0,1.281
"SKU-051",2025-06-16,0,0,1.291
"SKU-051",2025-06-23,0,0,1.298
"SKU-051",2025-06-30,0,0,1.3
"SKU-051",2025-07-07,0,0,1.298
"SKU-051",2025-07-14,0,0,1.291
"SKU-051",2025-07-21,0,0,1.281
"SKU-051",2025-07-28,29,0,1.266
"SKU-051",2025-08-04,0,0,1.247
"SKU-051",2025-08-11,34,0,1.225
"SKU-051",2025-08-18,0,0,1.199
"SKU-051",2025-08-25,34,0,1.17
"SKU-051",2025-09-01,0,0,1.139
"SKU-051",2025-09-08,0,0,1.106
"SKU-051",2025-09-15,0,0,1.072
"SKU-051",2025-09-22,0,1,1.036
"SKU-051",2025-09-29,6,0,1
"SKU-051",2025-10-06,0,0,0.964
"SKU-051",2025-10-13,0,0,0.928
"SKU-051",2025-10-20,0,0,0.894
"SKU-051",2025-10-27,0,0,0.861
"SKU-051",2025-11-03,0,0,0.83
"SKU-051",2025-11-10,0,0,0.801
"SKU-051",2025-11-17,0,0,0.775
"SKU-051",2025-11-24,9,0,0.753
"SKU-051",2025-12-01,0,0,1.234
"SKU-051",2025-12-08,0,0,1.219
"SKU-051",2025-12-15,5,0,1.209
"SKU-051",2025-12-22,62,0,1.202
"SKU-051",2025-12-29,0,0,1.2
"SKU-052",2025-01-06,44,0,0.702
"SKU-052",2025-01-13,0,0,0.709
"SKU-052",2025-01-20,0,0,0.719
"SKU-052",2025-01-27,0,0,0.734
"SKU-052",2025-02-03,0,0,0.753
"SKU-052",2025-02-10,0,0,0.775
"SKU-052",2025-02-17,42,0,0.801
"SKU-052",2025-02-24,0,0,0.83
"SKU-052",2025-03-03,0,0,0.861
"SKU-052",2025-03-10,0,0,0.894
"SKU-052",2025-03-17,0,0,0.928
"SKU-052",2025-03-24,0,0,0.964
"SKU-052",2025-03-31,0,0,1
"SKU-052",2025-04-07,0,1,1.036
"SKU-052",2025-04-14,37,0,1.072
"SKU-052",2025-04-21,0,0,1.106
"SKU-052",2025-04-28,0,0,1.139
"SKU-052",2025-05-05,0,0,1.17
"SKU-052",2025-05-12,55,0,1.199
"SKU-052",2025-05-19,33,0,1.225
"SKU-052",2025-05-26,0,0,1.247
"SKU-052",2025-06-02,0,1,1.266
"SKU-052",2025-06-09,0,0,1.281
"SKU-052",2025-06-16,0,0,1.291
"SKU-052",2025-06-23,0,1,1.298
"SKU-052",2025-06-30,0,1,1.3
"SKU-052",2025-07-07,50,0,1.298
"SKU-052",2025-07-14,0,0,1.291
"SKU-052",2025-07-21,0,0,1.281
"SKU-052",2025-07-28,0,0,1.266
"SKU-052",2025-08-04,0,0,1.247
"SKU-052",2025-08-11,166,0,1.225
"SKU-052",2025-08-18,0,0,1.199
"SKU-052",2025-08-25,104,0,1.17
"SKU-052",2025-09-01,0,0,1.139
"SKU-052",2025-09-08,0,0,1.106
"SKU-052",2025-09-15,42,0,1.072
"SKU-052",2025-09-22,0,0,1.036
"SKU-052",2025-09-29,0,0,1
"SKU-052",2025-10-06,0,0,0.964
"SKU-052",2025-10-13,66,0,0.928
"SKU-052",2025-10-20,25,0,0.894
"SKU-052",2025-10-27,0,0,0.861
"SKU-052",2025-11-03,0,1,0.83
"SKU-052",2025-11-10,0,0,0.801
"SKU-052",2025-11-17,16,0,0.775
"SKU-052",2025-11-24,0,1,0.753
"SKU-052",2025-12-01,0,0,1.234
"SKU-052",2025-12-08,0,0,1.219
"SKU-052",2025-12-15,0,0,1.209
"SKU-052",2025-12-22,0,0,1.202
"SKU-052",2025-12-29,0,0,1.2
"SKU-053",2025-01-06,23,0,0.702
"SKU-053",2025-01-13,16,0,0.709
"SKU-053",2025-01-20,27,0,0.719
"SKU-053",2025-01-27,20,0,0.734
"SKU-053",2025-02-03,18,0,0.753
"SKU-053",2025-02-10,74,1,0.775
"SKU-053",2025-02-17,26,0,0.801
"SKU-053",2025-02-24,24,0,0.83
"SKU-053",2025-03-03,23,0,0.861
"SKU-053",2025-03-10,18,0,0.894
"SKU-053",2025-03-17,27,0,0.928
"SKU-053",2025-03-24,23,0,0.964
"SKU-053",2025-03-31,29,0,1
"SKU-053",2025-04-07,35,0,1.036
"SKU-053",2025-04-14,22,0,1.072
"SKU-053",2025-04-21,35,0,1.106
"SKU-053",2025-04-28,29,0,1.139
"SKU-053",2025-05-05,42,0,1.17
"SKU-053",2025-05-12,21,0,1.199
"SKU-053",2025-05-19,42,0,1.225
"SKU-053",2025-05-26,31,0,1.247
"SKU-053",2025-06-02,31,0,1.266
"SKU-053",2025-06-09,20,0,1.281
"SKU-053",2025-06-16,31,0,1.291
"SKU-053",2025-06-23,41,0,1.298
"SKU-053",2025-06-30,44,0,1.3
"SKU-053",2025-07-07,30,0,1.298
"SKU-053",2025-07-14,38,0,1.291
"SKU-053",2025-07-21,104,1,1.281
"SKU-053",2025-07-28,31,0,1.266
"SKU-053",2025-08-04,27,0,1.247
"SKU-053",2025-08-11,33,0,1.225
"SKU-053",2025-08-18,29,0,1.199
"SKU-053",2025-08-25,26,0,1.17
"SKU-053",2025-09-01,26,0,1.139
"SKU-053",2025-09-08,32,0,1.106
"SKU-053",2025-09-15,25,0,1.072
"SKU-053",2025-09-22,96,1,1.036
"SKU-053",2025-09-29,31,0,1
"SKU-053",2025-10-06,23,0,0.964
"SKU-053",2025-10-13,18,0,0.928
"SKU-053",2025-10-20,32,0,0.894
"SKU-053",2025-10-27,25,0,0.861
"SKU-053",2025-11-03,26,0,0.83
"SKU-053",2025-11-10,22,0,0.801
"SKU-053",2025-11-17,14,0,0.775
"SKU-053",2025-11-24,17,0,0.753
"SKU-053",2025-12-01,23,0,1.234
"SKU-053",2025-12-08,37,0,1.219
"SKU-053",2025-12-15,108,1,1.209
"SKU-053",2025-12-22,38,0,1.202
"SKU-053",2025-12-29,32,0,1.2
"SKU-054",2025-01-06,0,0,0.702
"SKU-054",2025-01-13,0,0,0.709
"SKU-054",2025-01-20,0,1,0.719
"SKU-054",2025-01-27,9,0,0.734
"SKU-054",2025-02-03,0,0,0.753
"SKU-054",2025-02-10,0,1,0.775
"SKU-054",2025-02-17,0,0,0.801
"SKU-054",2025-02-24,0,0,0.83
"SKU-054",2025-03-03,0,0,0.861
"SKU-054",2025-03-10,13,1,0.894
"SKU-054",2025-03-17,0,0,0.928
"SKU-054",2025-03-24,0,0,0.964
"SKU-054",2025-03-31,0,0,1
"SKU-054",2025-04-07,0,0,1.036
"SKU-054",2025-04-14,0,0,1.072
"SKU-054",2025-04-21,0,0,1.106
"SKU-054",2025-04-28,20,0,1.139
"SKU-054",2025-05-05,0,0,1.17
"SKU-054",2025-05-12,0,0,1.199
"SKU-054",2025-05-19,0,0,1.225
"SKU-054",2025-05-26,0,0,1.247
"SKU-054",2025-06-02,0,0,1.266
"SKU-054",2025-06-09,0,0,1.281
"SKU-054",2025-06-16,108,1,1.291
"SKU-054",2025-06-23,0,0,1.298
"SKU-054",2025-06-30,0,0,1.3
"SKU-054",2025-07-07,27,0,1.298
"SKU-054",2025-07-14,16,0,1.291
"SKU-054",2025-07-21,0,0,1.281
"SKU-054",2025-07-28,21,0,1.266
"SKU-054",2025-08-04,13,0,1.247
"SKU-054",2025-08-11,0,0,1.225
"SKU-054",2025-08-18,0,0,1.199
"SKU-054",2025-08-25,0,0,1.17
"SKU-054",2025-09-01,0,0,1.139
"SKU-054",2025-09-08,0,0,1.106
"SKU-054",2025-09-15,0,0,1.072
"SKU-054",2025-09-22,24,0,1.036
"SKU-054",2025-09-29,0,0,1
"SKU-054",2025-10-06,21,0,0.964
"SKU-054",2025-10-13,0,0,0.928
"SKU-054",2025-10-20,29,0,0.894
"SKU-054",2025-10-27,0,0,0.861
"SKU-054",2025-11-03,0,0,0.83
"SKU-054",2025-11-10,9,0,0.801
"SKU-054",2025-11-17,0,0,0.775
"SKU-054",2025-11-24,0,0,0.753
"SKU-054",2025-12-01,0,0,1.234
"SKU-054",2025-12-08,0,0,1.219
"SKU-054",2025-12-15,21,0,1.209
"SKU-054",2025-12-22,0,0,1.202
"SKU-054",2025-12-29,0,1,1.2
"SKU-055",2025-01-06,63,0,0.702
"SKU-055",2025-01-13,67,1,0.709
"SKU-055",2025-01-20,65,0,0.719
"SKU-055",2025-01-27,46,0,0.734
"SKU-055",2025-02-03,48,0,0.753
"SKU-055",2025-02-10,85,1,0.775
"SKU-055",2025-02-17,53,0,0.801
"SKU-055",2025-02-24,46,0,0.83
"SKU-055",2025-03-03,49,0,0.861
"SKU-055",2025-03-10,56,0,0.894
"SKU-055",2025-03-17,67,0,0.928
"SKU-055",2025-03-24,67,0,0.964
"SKU-055",2025-03-31,69,0,1
"SKU-055",2025-04-07,114,0,1.036
"SKU-055",2025-04-14,83,0,1.072
"SKU-055",2025-04-21,84,0,1.106
"SKU-055",2025-04-28,78,0,1.139
"SKU-055",2025-05-05,136,1,1.17
"SKU-055",2025-05-12,102,0,1.199
"SKU-055",2025-05-19,97,0,1.225
"SKU-055",2025-05-26,92,0,1.247
"SKU-055",2025-06-02,81,0,1.266
"SKU-055",2025-06-09,54,0,1.281
"SKU-055",2025-06-16,66,0,1.291
"SKU-055",2025-06-23,180,1,1.298
"SKU-055",2025-06-30,103,0,1.3
"SKU-055",2025-07-07,80,0,1.298
"SKU-055",2025-07-14,100,0,1.291
"SKU-055",2025-07-21,143,1,1.281
"SKU-055",2025-07-28,73,0,1.266
"SKU-055",2025-08-04,90,0,1.247
"SKU-055",2025-08-11,85,0,1.225
"SKU-055",2025-08-18,80,0,1.199
"SKU-055",2025-08-25,77,0,1.17
"SKU-055",2025-09-01,82,0,1.139
"SKU-055",2025-09-08,68,0,1.106
"SKU-055",2025-09-15,69,0,1.072
"SKU-055",2025-09-22,77,0,1.036
"SKU-055",2025-09-29,63,0,1
"SKU-055",2025-10-06,65,0,0.964
"SKU-055",2025-10-13,54,0,0.928
"SKU-055",2025-10-20,66,0,0.894
"SKU-055",2025-10-27,71,0,0.861
"SKU-055",2025-11-03,92,1,0.83
"SKU-055",2025-11-10,67,0,0.801
"SKU-055",2025-11-17,49,0,0.775
"SKU-055",2025-11-24,56,0,0.753
"SKU-055",2025-12-01,90,0,1.234
"SKU-055",2025-12-08,89,0,1.219
"SKU-055",2025-12-15,113,0,1.209
"SKU-055",2025-12-22,101,0,1.202
"SKU-055",2025-12-29,110,0,1.2
"SKU-056",2025-01-06,19,0,0.702
"SKU-056",2025-01-13,12,0,0.709
"SKU-056",2025-01-20,29,0,0.719
"SKU-056",2025-01-27,3,0,0.734
"SKU-056",2025-02-03,12,0,0.753
"SKU-056",2025-02-10,65,1,0.775
"SKU-056",2025-02-17,0,0,0.801
"SKU-056",2025-02-24,56,0,0.83
"SKU-056",2025-03-03,42,0,0.861
"SKU-056",2025-03-10,29,0,0.894
"SKU-056",2025-03-17,18,0,0.928
"SKU-056",2025-03-24,8,0,0.964
"SKU-056",2025-03-31,0,1,1
"SKU-056",2025-04-07,110,0,1.036
"SKU-056",2025-04-14,0,0,1.072
"SKU-056",2025-04-21,11,0,1.106
"SKU-056",2025-04-28,46,1,1.139
"SKU-056",2025-05-05,12,0,1.17
"SKU-056",2025-05-12,0,0,1.199
"SKU-056",2025-05-19,8,0,1.225
"SKU-056",2025-05-26,14,0,1.247
"SKU-056",2025-06-02,0,1,1.266
"SKU-056",2025-06-09,6,0,1.281
"SKU-056",2025-06-16,4,0,1.291
"SKU-056",2025-06-23,48,0,1.298
"SKU-056",2025-06-30,5,0,1.3
"SKU-056",2025-07-07,70,1,1.298
"SKU-056",2025-07-14,28,0,1.291
"SKU-056",2025-07-21,5,0,1.281
"SKU-056",2025-07-28,0,0,1.266
"SKU-056",2025-08-04,62,0,1.247
"SKU-056",2025-08-11,0,0,1.225
"SKU-056",2025-08-18,47,0,1.199
"SKU-056",2025-08-25,0,0,1.17
"SKU-056",2025-09-01,16,0,1.139
"SKU-056",2025-09-08,16,0,1.106
"SKU-056",2025-09-15,0,0,1.072
"SKU-056",2025-09-22,0,0,1.036
"SKU-056",2025-09-29,0,0,1
"SKU-056",2025-10-06,269,1,0.964
"SKU-056",2025-10-13,0,0,0.928
"SKU-056",2025-10-20,30,0,0.894
"SKU-056",2025-10-27,4,0,0.861
"SKU-056",2025-11-03,24,1,0.83
"SKU-056",2025-11-10,55,0,0.801
"SKU-056",2025-11-17,0,1,0.775
"SKU-056",2025-11-24,0,0,0.753
"SKU-056",2025-12-01,9,0,1.234
"SKU-056",2025-12-08,61,0,1.219
"SKU-056",2025-12-15,88,0,1.209
"SKU-056",2025-12-22,0,0,1.202
"SKU-056",2025-12-29,0,1,1.2
"SKU-057",2025-01-06,18,0,0.702
"SKU-057",2025-01-13,27,0,0.709
"SKU-057",2025-01-20,13,0,0.719
"SKU-057",2025-01-27,23,0,0.734
"SKU-057",2025-02-03,19,0,0.753
"SKU-057",2025-02-10,69,1,0.775
"SKU-057",2025-02-17,21,0,0.801
"SKU-057",2025-02-24,18,0,0.83
"SKU-057",2025-03-03,21,0,0.861
"SKU-057",2025-03-10,16,0,0.894
"SKU-057",2025-03-17,16,0,0.928
"SKU-057",2025-03-24,23,0,0.964
"SKU-057",2025-03-31,57,1,1
"SKU-057",2025-04-07,31,0,1.036
"SKU-057",2025-04-14,26,0,1.072
"SKU-057",2025-04-21,20,0,1.106
"SKU-057",2025-04-28,33,0,1.139
"SKU-057",2025-05-05,31,0,1.17
"SKU-057",2025-05-12,32,0,1.199
"SKU-057",2025-05-19,30,0,1.225
"SKU-057",2025-05-26,39,0,1.247
"SKU-057",2025-06-02,34,0,1.266
"SKU-057",2025-06-09,45,0,1.281
"SKU-057",2025-06-16,25,0,1.291
"SKU-057",2025-06-23,42,0,1.298
"SKU-057",2025-06-30,33,0,1.3
"SKU-057",2025-07-07,26,0,1.298
"SKU-057",2025-07-14,35,0,1.291
"SKU-057",2025-07-21,39,0,1.281
"SKU-057",2025-07-28,23,0,1.266
"SKU-057",2025-08-04,42,0,1.247
"SKU-057",2025-08-11,30,0,1.225
"SKU-057",2025-08-18,23,0,1.199
"SKU-057",2025-08-25,32,0,1.17
"SKU-057",2025-09-01,28,0,1.139
"SKU-057",2025-09-08,25,0,1.106
"SKU-057",2025-09-15,20,0,1.072
"SKU-057",2025-09-22,24,0,1.036
"SKU-057",2025-09-29,28,0,1
"SKU-057",2025-10-06,27,0,0.964
"SKU-057",2025-10-13,27,0,0.928
"SKU-057",2025-10-20,25,0,0.894
"SKU-057",2025-10-27,44,1,0.861
"SKU-057",2025-11-03,34,0,0.83
"SKU-057",2025-11-10,55,1,0.801
"SKU-057",2025-11-17,27,0,0.775
"SKU-057",2025-11-24,17,0,0.753
"SKU-057",2025-12-01,46,0,1.234
"SKU-057",2025-12-08,36,0,1.219
"SKU-057",2025-12-15,31,0,1.209
"SKU-057",2025-12-22,45,0,1.202
"SKU-057",2025-12-29,27,0,1.2
"SKU-058",2025-01-06,0,0,0.702
"SKU-058",2025-01-13,0,0,0.709
"SKU-058",2025-01-20,0,0,0.719
"SKU-058",2025-01-27,0,0,0.734
"SKU-058",2025-02-03,0,0,0.753
"SKU-058",2025-02-10,0,1,0.775
"SKU-058",2025-02-17,0,0,0.801
"SKU-058",2025-02-24,0,0,0.83
"SKU-058",2025-03-03,0,0,0.861
"SKU-058",2025-03-10,126,0,0.894
"SKU-058",2025-03-17,0,0,0.928
"SKU-058",2025-03-24,0,0,0.964
"SKU-058",2025-03-31,164,1,1
"SKU-058",2025-04-07,0,0,1.036
"SKU-058",2025-04-14,0,0,1.072
"SKU-058",2025-04-21,0,0,1.106
"SKU-058",2025-04-28,0,0,1.139
"SKU-058",2025-05-05,0,0,1.17
"SKU-058",2025-05-12,10,0,1.199
"SKU-058",2025-05-19,0,0,1.225
"SKU-058",2025-05-26,0,0,1.247
"SKU-058",2025-06-02,6,0,1.266
"SKU-058",2025-06-09,0,0,1.281
"SKU-058",2025-06-16,0,0,1.291
"SKU-058",2025-06-23,67,0,1.298
"SKU-058",2025-06-30,0,0,1.3
"SKU-058",2025-07-07,0,0,1.298
"SKU-058",2025-07-14,0,0,1.291
"SKU-058",2025-07-21,0,0,1.281
"SKU-058",2025-07-28,0,0,1.266
"SKU-058",2025-08-04,0,0,1.247
"SKU-058",2025-08-11,0,0,1.225
"SKU-058",2025-08-18,11,0,1.199
"SKU-058",2025-08-25,0,0,1.17
"SKU-058",2025-09-01,0,0,1.139
"SKU-058",2025-09-08,113,1,1.106
"SKU-058",2025-09-15,0,0,1.072
"SKU-058",2025-09-22,0,0,1.036
"SKU-058",2025-09-29,11,0,1
"SKU-058",2025-10-06,23,0,0.964
"SKU-058",2025-10-13,17,0,0.928
"SKU-058",2025-10-20,0,0,0.894
"SKU-058",2025-10-27,0,0,0.861
"SKU-058",2025-11-03,0,0,0.83
"SKU-058",2025-11-10,6,0,0.801
"SKU-058",2025-11-17,0,0,0.775
"SKU-058",2025-11-24,0,0,0.753
"SKU-058",2025-12-01,7,0,1.234
"SKU-058",2025-12-08,20,0,1.219
"SKU-058",2025-12-15,0,0,1.209
"SKU-058",2025-12-22,0,0,1.202
"SKU-058",2025-12-29,0,0,1.2
"SKU-059",2025-01-06,24,0,0.702
"SKU-059",2025-01-13,59,1,0.709
"SKU-059",2025-01-20,29,0,0.719
"SKU-059",2025-01-27,23,0,0.734
"SKU-059",2025-02-03,25,0,0.753
"SKU-059",2025-02-10,28,0,0.775
"SKU-059",2025-02-17,31,0,0.801
"SKU-059",2025-02-24,28,0,0.83
"SKU-059",2025-03-03,39,0,0.861
"SKU-059",2025-03-10,26,0,0.894
"SKU-059",2025-03-17,113,1,0.928
"SKU-059",2025-03-24,21,0,0.964
"SKU-059",2025-03-31,35,0,1
"SKU-059",2025-04-07,38,0,1.036
"SKU-059",2025-04-14,47,0,1.072
"SKU-059",2025-04-21,39,0,1.106
"SKU-059",2025-04-28,40,0,1.139
"SKU-059",2025-05-05,43,0,1.17
"SKU-059",2025-05-12,54,0,1.199
"SKU-059",2025-05-19,53,0,1.225
"SKU-059",2025-05-26,162,1,1.247
"SKU-059",2025-06-02,41,0,1.266
"SKU-059",2025-06-09,33,0,1.281
"SKU-059",2025-06-16,122,1,1.291
"SKU-059",2025-06-23,41,0,1.298
"SKU-059",2025-06-30,43,0,1.3
"SKU-059",2025-07-07,45,0,1.298
"SKU-059",2025-07-14,46,0,1.291
"SKU-059",2025-07-21,48,0,1.281
"SKU-059",2025-07-28,44,0,1.266
"SKU-059",2025-08-04,40,0,1.247
"SKU-059",2025-08-11,127,1,1.225
"SKU-059",2025-08-18,43,0,1.199
"SKU-059",2025-08-25,39,0,1.17
"SKU-059",2025-09-01,39,0,1.139
"SKU-059",2025-09-08,41,0,1.106
"SKU-059",2025-09-15,33,0,1.072
"SKU-059",2025-09-22,26,0,1.036
"SKU-059",2025-09-29,42,0,1
"SKU-059",2025-10-06,32,0,0.964
"SKU-059",2025-10-13,32,0,0.928
"SKU-059",2025-10-20,24,0,0.894
"SKU-059",2025-10-27,80,1,0.861
"SKU-059",2025-11-03,51,0,0.83
"SKU-059",2025-11-10,19,0,0.801
"SKU-059",2025-11-17,21,0,0.775
"SKU-059",2025-11-24,29,0,0.753
"SKU-059",2025-12-01,33,0,1.234
"SKU-059",2025-12-08,48,0,1.219
"SKU-059",2025-12-15,46,0,1.209
"SKU-059",2025-12-22,45,0,1.202
"SKU-059",2025-12-29,47,0,1.2
"SKU-060",2025-01-06,12,0,0.702
"SKU-060",2025-01-13,17,0,0.709
"SKU-060",2025-01-20,15,0,0.719
"SKU-060",2025-01-27,15,0,0.734
"SKU-060",2025-02-03,34,1,0.753
"SKU-060",2025-02-10,19,0,0.775
"SKU-060",2025-02-17,18,0,0.801
"SKU-060",2025-02-24,24,0,0.83
"SKU-060",2025-03-03,17,0,0.861
"SKU-060",2025-03-10,21,0,0.894
"SKU-060",2025-03-17,21,0,0.928
"SKU-060",2025-03-24,21,0,0.964
"SKU-060",2025-03-31,23,0,1
"SKU-060",2025-04-07,22,0,1.036
"SKU-060",2025-04-14,37,0,1.072
"SKU-060",2025-04-21,23,0,1.106
"SKU-060",2025-04-28,24,0,1.139
"SKU-060",2025-05-05,23,0,1.17
"SKU-060",2025-05-12,23,0,1.199
"SKU-060",2025-05-19,33,0,1.225
"SKU-060",2025-05-26,20,0,1.247
"SKU-060",2025-06-02,32,0,1.266
"SKU-060",2025-06-09,27,0,1.281
"SKU-060",2025-06-16,66,1,1.291
"SKU-060",2025-06-23,37,0,1.298
"SKU-060",2025-06-30,35,0,1.3
"SKU-060",2025-07-07,38,0,1.298
"SKU-060",2025-07-14,35,0,1.291
"SKU-060",2025-07-21,29,0,1.281
"SKU-060",2025-07-28,45,0,1.266
"SKU-060",2025-08-04,59,1,1.247
"SKU-060",2025-08-11,27,0,1.225
"SKU-060",2025-08-18,24,0,1.199
"SKU-060",2025-08-25,48,0,1.17
"SKU-060",2025-09-01,33,0,1.139
"SKU-060",2025-09-08,24,0,1.106
"SKU-060",2025-09-15,28,0,1.072
"SKU-060",2025-09-22,21,0,1.036
"SKU-060",2025-09-29,26,0,1
"SKU-060",2025-10-06,27,0,0.964
"SKU-060",2025-10-13,17,0,0.928
"SKU-060",2025-10-20,22,0,0.894
"SKU-060",2025-10-27,37,1,0.861
"SKU-060",2025-11-03,18,0,0.83
"SKU-060",2025-11-10,17,0,0.801
"SKU-060",2025-11-17,15,0,0.775
"SKU-060",2025-11-24,15,0,0.753
"SKU-060",2025-12-01,56,1,1.234
"SKU-060",2025-12-08,16,0,1.219
"SKU-060",2025-12-15,42,0,1.209
"SKU-060",2025-12-22,29,0,1.202
"SKU-060",2025-12-29,62,0,1.2
"SKU-061",2025-01-06,11,0,0.702
"SKU-061",2025-01-13,0,0,0.709
"SKU-061",2025-01-20,0,0,0.719
"SKU-061",2025-01-27,5,0,0.734
"SKU-061",2025-02-03,0,1,0.753
"SKU-061",2025-02-10,20,0,0.775
"SKU-061",2025-02-17,3,0,0.801
"SKU-061",2025-02-24,12,0,0.83
"SKU-061",2025-03-03,0,0,0.861
"SKU-061",2025-03-10,0,0,0.894
"SKU-061",2025-03-17,3,0,0.928
"SKU-061",2025-03-24,0,0,0.964
"SKU-061",2025-03-31,0,0,1
"SKU-061",2025-04-07,0,0,1.036
"SKU-061",2025-04-14,0,0,1.072
"SKU-061",2025-04-21,0,0,1.106
"SKU-061",2025-04-28,0,0,1.139
"SKU-061",2025-05-05,0,0,1.17
"SKU-061",2025-05-12,0,0,1.199
"SKU-061",2025-05-19,27,0,1.225
"SKU-061",2025-05-26,5,0,1.247
"SKU-061",2025-06-02,0,0,1.266
"SKU-061",2025-06-09,0,0,1.281
"SKU-061",2025-06-16,9,0,1.291
"SKU-061",2025-06-23,0,1,1.298
"SKU-061",2025-06-30,0,1,1.3
"SKU-061",2025-07-07,0,0,1.298
"SKU-061",2025-07-14,0,0,1.291
"SKU-061",2025-07-21,2,0,1.281
"SKU-061",2025-07-28,0,0,1.266
"SKU-061",2025-08-04,0,0,1.247
"SKU-061",2025-08-11,0,0,1.225
"SKU-061",2025-08-18,0,0,1.199
"SKU-061",2025-08-25,0,1,1.17
"SKU-061",2025-09-01,39,0,1.139
"SKU-061",2025-09-08,0,0,1.106
"SKU-061",2025-09-15,16,0,1.072
"SKU-061",2025-09-22,0,0,1.036
"SKU-061",2025-09-29,4,0,1
"SKU-061",2025-10-06,6,0,0.964
"SKU-061",2025-10-13,0,0,0.928
"SKU-061",2025-10-20,13,0,0.894
"SKU-061",2025-10-27,0,0,0.861
"SKU-061",2025-11-03,8,0,0.83
"SKU-061",2025-11-10,0,0,0.801
"SKU-061",2025-11-17,0,0,0.775
"SKU-061",2025-11-24,24,0,0.753
"SKU-061",2025-12-01,0,0,1.234
"SKU-061",2025-12-08,0,0,1.219
"SKU-061",2025-12-15,0,0,1.209
"SKU-061",2025-12-22,5,0,1.202
"SKU-061",2025-12-29,0,0,1.2
"SKU-062",2025-01-06,0,0,0.702
"SKU-062",2025-01-13,0,0,0.709
"SKU-062",2025-01-20,179,0,0.719
"SKU-062",2025-01-27,0,0,0.734
"SKU-062",2025-02-03,17,0,0.753
"SKU-062",2025-02-10,122,0,0.775
"SKU-062",2025-02-17,78,0,0.801
"SKU-062",2025-02-24,72,0,0.83
"SKU-062",2025-03-03,0,0,0.861
"SKU-062",2025-03-10,29,0,0.894
"SKU-062",2025-03-17,56,0,0.928
"SKU-062",2025-03-24,472,0,0.964
"SKU-062",2025-03-31,95,1,1
"SKU-062",2025-04-07,389,1,1.036
"SKU-062",2025-04-14,236,0,1.072
"SKU-062",2025-04-21,289,0,1.106
"SKU-062",2025-04-28,28,0,1.139
"SKU-062",2025-05-05,119,0,1.17
"SKU-062",2025-05-12,27,0,1.199
"SKU-062",2025-05-19,69,0,1.225
"SKU-062",2025-05-26,131,0,1.247
"SKU-062",2025-06-02,95,0,1.266
"SKU-062",2025-06-09,32,0,1.281
"SKU-062",2025-06-16,1539,1,1.291
"SKU-062",2025-06-23,0,0,1.298
"SKU-062",2025-06-30,422,0,1.3
"SKU-062",2025-07-07,0,1,1.298
"SKU-062",2025-07-14,158,0,1.291
"SKU-062",2025-07-21,23,0,1.281
"SKU-062",2025-07-28,745,0,1.266
"SKU-062",2025-08-04,268,0,1.247
"SKU-062",2025-08-11,269,1,1.225
"SKU-062",2025-08-18,15,0,1.199
"SKU-062",2025-08-25,115,0,1.17
"SKU-062",2025-09-01,97,0,1.139
"SKU-062",2025-09-08,150,0,1.106
"SKU-062",2025-09-15,0,0,1.072
"SKU-062",2025-09-22,65,0,1.036
"SKU-062",2025-09-29,684,1,1
"SKU-062",2025-10-06,88,0,0.964
"SKU-062",2025-10-13,256,0,0.928
"SKU-062",2025-10-20,0,0,0.894
"SKU-062",2025-10-27,76,0,0.861
"SKU-062",2025-11-03,233,0,0.83
"SKU-062",2025-11-10,88,0,0.801
"SKU-062",2025-11-17,95,0,0.775
"SKU-062",2025-11-24,0,0,0.753
"SKU-062",2025-12-01,120,0,1.234
"SKU-062",2025-12-08,277,0,1.219
"SKU-062",2025-12-15,58,0,1.209
"SKU-062",2025-12-22,171,1,1.202
"SKU-062",2025-12-29,55,0,1.2
"SKU-063",2025-01-06,0,0,0.702
"SKU-063",2025-01-13,0,0,0.709
"SKU-063",2025-01-20,8,0,0.719
"SKU-063",2025-01-27,0,0,0.734
"SKU-063",2025-02-03,7,0,0.753
